location_id,date,latitude,longitude,rainfall_mm,rainfall_1d_mm,consecutive_rainy_days,consecutive_heavy_rain_days
AIZ_GRID_002_23.336229_92.787113,2025-05-30,23.336229,92.787113,199.8891143798828,199.8891143798828,12.0,6.0
AIZ_GRID_002_23.339144_92.786128,2025-05-30,23.339144,92.786128,199.8891143798828,199.8891143798828,12.0,6.0
AIZ_GRID_002_23.341022_92.776761,2025-05-30,23.341022,92.776761,199.8891143798828,199.8891143798828,12.0,6.0
AIZ_GRID_002_23.350187_92.778852,2025-05-30,23.350187,92.778852,199.8891143798828,199.8891143798828,12.0,6.0
AIZ_GRID_002_23.353485_92.780193,2025-05-31,23.353485,92.780193,67.59369659423828,67.59369659423828,13.0,7.0
AIZ_GRID_002_23.356389_92.770278,2024-05-28,23.356389,92.770278,150.603515625,150.603515625,8.0,6.0
AIZ_GRID_002_23.356944_92.770278,2024-05-28,23.356944,92.770278,150.603515625,150.603515625,8.0,6.0
AIZ_GRID_002_23.367366_92.767304,2025-06-01,23.367366,92.767304,176.30020141601562,176.30020141601562,14.0,8.0
AIZ_GRID_002_23.374999_92.775004,2020-01-21,23.374999,92.775004,0.9925339818000792,0.9925339818000792,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2020-02-07,23.374999,92.775004,0.0365497581660747,0.0365497581660747,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2020-02-08,23.374999,92.775004,0.3281731903553009,0.3281731903553009,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2020-02-19,23.374999,92.775004,0.812351644039154,0.812351644039154,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2020-10-07,23.374999,92.775004,21.32366943359375,21.32366943359375,10.0,0.0
AIZ_GRID_002_23.374999_92.775004,2021-08-22,23.374999,92.775004,14.780447959899902,14.780447959899902,12.0,0.0
AIZ_GRID_002_23.374999_92.775004,2021-10-05,23.374999,92.775004,0.6528074741363525,0.6528074741363525,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2021-11-02,23.374999,92.775004,1.5893511772155762,1.5893511772155762,2.0,0.0
AIZ_GRID_002_23.374999_92.775004,2021-11-23,23.374999,92.775004,1.2584608793258667,1.2584608793258667,11.0,0.0
AIZ_GRID_002_23.374999_92.775004,2022-02-20,23.374999,92.775004,8.574366569519043,8.574366569519043,1.0,0.0
AIZ_GRID_002_23.374999_92.775004,2022-05-20,23.374999,92.775004,5.154891490936279,5.154891490936279,4.0,0.0
AIZ_GRID_002_23.374999_92.775004,2023-03-09,23.374999,92.775004,6.408621311187744,6.408621311187744,1.0,0.0
AIZ_GRID_002_23.374999_92.775004,2023-07-30,23.374999,92.775004,35.873023986816406,35.873023986816406,2.0,1.0
AIZ_GRID_002_23.374999_92.775004,2024-02-25,23.374999,92.775004,3.912947416305542,3.912947416305542,5.0,0.0
AIZ_GRID_002_23.374999_92.775004,2024-06-05,23.374999,92.775004,0.2318180352449417,0.2318180352449417,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2024-06-18,23.374999,92.775004,69.17212677001953,69.17212677001953,2.0,1.0
AIZ_GRID_002_23.374999_92.775004,2024-06-21,23.374999,92.775004,120.64723205566406,120.64723205566406,5.0,1.0
AIZ_GRID_002_23.374999_92.775004,2025-02-06,23.374999,92.775004,0.7428896427154541,0.7428896427154541,0.0,0.0
AIZ_GRID_002_23.374999_92.775004,2025-02-13,23.374999,92.775004,2.647874593734741,2.647874593734741,1.0,0.0
AIZ_GRID_002_23.374999_92.775004,2025-05-26,23.374999,92.775004,50.49693298339844,50.49693298339844,8.0,2.0
AIZ_GRID_002_23.374999_92.775004,2025-06-29,23.374999,92.775004,6.647763729095459,6.647763729095459,8.0,0.0
AIZ_GRID_002_23.379722_92.751667,2024-05-28,23.379722,92.751667,150.603515625,150.603515625,8.0,6.0
AIZ_GRID_002_23.391667_92.755278,2024-05-28,23.391667,92.755278,150.603515625,150.603515625,8.0,6.0
AIZ_GRID_004_23.424999_92.675004,2020-07-19,23.424999,92.675004,58.90023422241211,58.90023422241211,12.0,1.0
AIZ_GRID_004_23.424999_92.675004,2021-07-15,23.424999,92.675004,0.7664101719856262,0.7664101719856262,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2021-10-29,23.424999,92.675004,0.4691939055919647,0.4691939055919647,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2021-11-25,23.424999,92.675004,1.0396288633346558,1.0396288633346558,13.0,0.0
AIZ_GRID_004_23.424999_92.675004,2022-05-23,23.424999,92.675004,26.1427001953125,26.1427001953125,7.0,2.0
AIZ_GRID_004_23.424999_92.675004,2022-07-01,23.424999,92.675004,20.00699043273925,20.00699043273925,19.0,0.0
AIZ_GRID_004_23.424999_92.675004,2022-07-26,23.424999,92.675004,12.134385108947754,12.134385108947754,7.0,0.0
AIZ_GRID_004_23.424999_92.675004,2022-09-06,23.424999,92.675004,8.706238746643066,8.706238746643066,4.0,0.0
AIZ_GRID_004_23.424999_92.675004,2022-11-04,23.424999,92.675004,5.221610069274902,5.221610069274902,1.0,0.0
AIZ_GRID_004_23.424999_92.675004,2023-06-26,23.424999,92.675004,18.712804794311523,18.712804794311523,1.0,0.0
AIZ_GRID_004_23.424999_92.675004,2023-07-08,23.424999,92.675004,6.275295257568359,6.275295257568359,5.0,0.0
AIZ_GRID_004_23.424999_92.675004,2023-08-27,23.424999,92.675004,57.01834487915039,57.01834487915039,7.0,3.0
AIZ_GRID_004_23.424999_92.675004,2023-12-14,23.424999,92.675004,0.9123627543449402,0.9123627543449402,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2024-02-18,23.424999,92.675004,0.847285270690918,0.847285270690918,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2024-03-28,23.424999,92.675004,33.6594352722168,33.6594352722168,1.0,1.0
AIZ_GRID_004_23.424999_92.675004,2024-04-26,23.424999,92.675004,0.8089697957038879,0.8089697957038879,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2024-05-10,23.424999,92.675004,13.544317245483398,13.544317245483398,1.0,0.0
AIZ_GRID_004_23.424999_92.675004,2024-10-05,23.424999,92.675004,0.8969941139221191,0.8969941139221191,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2025-02-27,23.424999,92.675004,0.6882842779159546,0.6882842779159546,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2025-04-03,23.424999,92.675004,0.1145212575793266,0.1145212575793266,0.0,0.0
AIZ_GRID_004_23.424999_92.675004,2025-06-27,23.424999,92.675004,1.062020182609558,1.062020182609558,20.0,0.0
AIZ_GRID_004_23.443333_92.685278,2024-05-28,23.443333,92.685278,136.586669921875,136.586669921875,8.0,5.0
AIZ_GRID_004_23.448056_92.683333,2024-05-28,23.448056,92.683333,136.586669921875,136.586669921875,8.0,5.0
AIZ_GRID_005_23.416944_92.718056,2024-05-28,23.416944,92.718056,147.24600219726562,147.24600219726562,8.0,6.0
AIZ_GRID_005_23.41_92.749444,2024-05-28,23.41,92.749444,147.24600219726562,147.24600219726562,8.0,6.0
AIZ_GRID_005_23.424999_92.725004,2020-09-01,23.424999,92.725004,45.884159088134766,45.884159088134766,3.0,2.0
AIZ_GRID_005_23.424999_92.725004,2020-12-30,23.424999,92.725004,0.3323659300804138,0.3323659300804138,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-01-15,23.424999,92.725004,0.3883646428585052,0.3883646428585052,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-04-25,23.424999,92.725004,0.9866896867752076,0.9866896867752076,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-06-18,23.424999,92.725004,14.252226829528809,14.252226829528809,2.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-12-10,23.424999,92.725004,0.0546193793416023,0.0546193793416023,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-12-18,23.424999,92.725004,0.4952053725719452,0.4952053725719452,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-12-19,23.424999,92.725004,0.4952053725719452,0.4952053725719452,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2021-12-28,23.424999,92.725004,0.3618977069854736,0.3618977069854736,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2022-04-14,23.424999,92.725004,4.028541088104248,4.028541088104248,1.0,0.0
AIZ_GRID_005_23.424999_92.725004,2022-10-04,23.424999,92.725004,18.203590393066406,18.203590393066406,6.0,0.0
AIZ_GRID_005_23.424999_92.725004,2023-12-28,23.424999,92.725004,0.6232357025146484,0.6232357025146484,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2024-01-18,23.424999,92.725004,4.3576178550720215,4.3576178550720215,1.0,0.0
AIZ_GRID_005_23.424999_92.725004,2024-03-29,23.424999,92.725004,5.140321254730225,5.140321254730225,2.0,0.0
AIZ_GRID_005_23.424999_92.725004,2024-04-30,23.424999,92.725004,0.8425369262695312,0.8425369262695312,0.0,0.0
AIZ_GRID_005_23.424999_92.725004,2024-08-31,23.424999,92.725004,72.32134246826172,72.32134246826172,20.0,1.0
AIZ_GRID_005_23.424999_92.725004,2024-09-21,23.424999,92.725004,13.565730094909668,13.565730094909668,2.0,0.0
AIZ_GRID_005_23.424999_92.725004,2025-06-15,23.424999,92.725004,57.59113311767578,57.59113311767578,8.0,2.0
AIZ_GRID_005_23.427222_92.712778,2024-05-28,23.427222,92.712778,147.24600219726562,147.24600219726562,8.0,6.0
AIZ_GRID_006_23.410771_92.753123,2024-05-28,23.410771,92.753123,145.19252014160156,145.19252014160156,8.0,6.0
AIZ_GRID_006_23.424999_92.775004,2020-06-07,23.424999,92.775004,1.3653839826583862,1.3653839826583862,6.0,0.0
AIZ_GRID_006_23.424999_92.775004,2020-08-03,23.424999,92.775004,46.5384635925293,46.5384635925293,9.0,1.0
AIZ_GRID_006_23.424999_92.775004,2020-11-02,23.424999,92.775004,14.01244068145752,14.01244068145752,4.0,0.0
